,Difficulty_Level,Key,Link,Range,Tempo,Time_Signature,Title,,,
1202,advanced,D minor,/tunes/marcello-oboe-concerto-presto.pdf,"('F', '4', 'D', '6')",184 BPM,8-Mar,Presto Oboe Concerto in D minor,Dm,12,/tunes/marcello-oboe-concerto-presto
99,intermediate,D minor,/tunes/mozart-the-magic-flute-queen-of-the-night-aria.pdf,"('F', '4', 'G', '6')",140 BPM,4-Apr,Queen of the Night Aria The Magic Flute,Dm,12,/tunes/mozart-the-magic-flute-queen-of-the-night-aria
2380,intermediate,D minor,/tunes/beauvarlet-charpentier-messe-royale-de-dumont-gloria-recit-de-flute.pdf,"('F', '4', 'D', '6')",72 BPM,8-Jun,RÃ©cit de flÃ»te Messe Royale de Dumont,Dm,12,/tunes/beauvarlet-charpentier-messe-royale-de-dumont-gloria-recit-de-flute
2507,advanced,D minor,/tunes/cristaldi-ricercare-no2.pdf,"('C', '4', 'G', '6')",84 BPM,4-Feb,Ricercare n. 2,Dm,12,/tunes/cristaldi-ricercare-no2
918,easy,D minor,/tunes/purcell-abdelazer-rondeau.pdf,"('D', '4', 'Bb', '5')",92 BPM,2-Mar,Rondeau Abdelazer,Dm,12,/tunes/purcell-abdelazer-rondeau
2201,easy,D minor,/tunes/blavet-op2-sonata-no2-sarabanda.pdf,"('A', '4', 'A', '5')",60 BPM,4-Mar,"Sarabanda Flute Sonata No. 2 in D minor, â€œLa Vibrayâ€ù",Dm,12,/tunes/blavet-op2-sonata-no2-sarabanda
2747,easy,D minor,/tunes/corelli-violin-sonata-op5-no7-iii-sarabanda.pdf,"('A', '4', 'Bb', '5')",56 BPM,4-Mar,Sarabanda Violin Sonata No. 7 in D minor,Dm,12,/tunes/corelli-violin-sonata-op5-no7-iii-sarabanda
913,intermediate,D minor,/tunes/bach-partita-in-d-minor-for-solo-violin-sarabande.pdf,"('C', '4', 'F', '6')",44 BPM,4-Mar,Sarabande Partita No. 2 in D minor for solo violin,Dm,12,/tunes/bach-partita-in-d-minor-for-solo-violin-sarabande
965,intermediate,D minor,/tunes/bach-cello-suite-no2-sarabande.pdf,"('C', '4', 'F', '6')",30 BPM,4-Mar,Sarabande Cello Suite No. 2 in D minor,Dm,12,/tunes/bach-cello-suite-no2-sarabande
2759,easy,D minor,/tunes/handel-suite-in-d-minor-sarabande.pdf,"('C#', '4', 'F', '5')",60 BPM,2-Mar,Sarabande Keyboard Suite in D minor,Dm,12,/tunes/handel-suite-in-d-minor-sarabande
2792,easy,D minor,/tunes/handel-suite-in-d-minor-sarabande-quartet.pdf,"('D', '4', 'G', '6')",60 BPM,2-Mar,Sarabande Keyboard Suite in D minor,Dm,12,/tunes/handel-suite-in-d-minor-sarabande-quartet
753,intermediate,D minor,/tunes/schubert-schwanengesang-standchen.pdf,"('D', '4', 'G', '5')",60 BPM,4-Mar,Serenade Schwanengesang,Dm,12,/tunes/schubert-schwanengesang-standchen
670,easy,D minor,/tunes/sevivon.pdf,"('A', '4', 'Bb', '5')",84 BPM,4-Feb,Sevivon,Dm,12,/tunes/sevivon
837,easy,D minor,/tunes/shalom-aleichem.pdf,"('G', '4', 'Bb', '5')",66 BPM,4-Apr,Shalom Aleichem,Dm,12,/tunes/shalom-aleichem
1589,intermediate,D minor,/tunes/ranish-op2-no9-i-siciliana.pdf,"('D', '4', 'D', '6')",44 BPM,8-Dec,Siciliana Flute Sonata No. 9 in D minor,Dm,12,/tunes/ranish-op2-no9-i-siciliana
403,intermediate,D minor,/tunes/handel-recorder-sonata-in-f-major-siciliana.pdf,"('A', '4', 'D', '6')",36 BPM,8-Dec,Siciliana Recorder Sonata in F major,Dm,12,/tunes/handel-recorder-sonata-in-f-major-siciliana
517,intermediate,D minor,/tunes/soran-bushi.pdf,"('A', '4', 'C', '6')",96 BPM,4-Apr,SÅçran Bushi,Dm,12,/tunes/soran-bushi
185,easy,D minor,/tunes/spanish-love-song.pdf,"('D', '4', 'F', '5')",60 BPM,4-Apr,Spanish Love Song,Dm,12,/tunes/spanish-love-song
97,easy,D minor,/tunes/star-of-the-county-down.pdf,"('C', '5', 'C', '6')",176 BPM,4-Apr,Star of the County Down,Dm,12,/tunes/star-of-the-county-down
1099,intermediate,D minor,/tunes/gariboldi-twenty-studies-no11.pdf,"('C#', '4', 'E', '6')",100 BPM,4-Feb,Study No. 11 in D minor Twenty Studies,Dm,12,/tunes/gariboldi-twenty-studies-no11
2199,intermediate,D minor,/tunes/andersen-18-etudes-op41-no12.pdf,"('D', '4', 'A', '6')",92 BPM,4-Mar,Study No. 12 in D minor 18 Etudes for Flute,Dm,12,/tunes/andersen-18-etudes-op41-no12
1893,intermediate,D minor,/tunes/kummer-op129-no16.pdf,"('C#', '4', 'A', '6')",108 BPM,8-Jun,Study No. 16 in D minor 32 Etudes amusantes et instructives,Dm,12,/tunes/kummer-op129-no16
1583,intermediate,D minor,/tunes/karg-elert-30-studies-for-flute-solo-no2.pdf,"('C#', '4', 'A', '6')",132 BPM,8-Mar,Study No. 2 in D minor 30 Studies for Flute Solo,Dm,12,/tunes/karg-elert-30-studies-for-flute-solo-no2
1595,intermediate,D minor,/tunes/gariboldi-thirty-easy-and-progressive-studies-no21.pdf,"('D', '4', 'D', '6')",88 BPM,8-Mar,Study No. 21 in D minor Thirty Easy and Progressive Studies,Dm,12,/tunes/gariboldi-thirty-easy-and-progressive-studies-no21
1741,advanced,D minor,/tunes/karg-elert-30-studies-for-flute-solo-no22.pdf,"('C', '4', 'Bb', '6')",120 BPM,4-Feb,Study No. 22 30 Studies for Flute Solo,Dm,12,/tunes/karg-elert-30-studies-for-flute-solo-no22
1442,intermediate,D minor,/tunes/andersen-24-etudes-op33-no24.pdf,"('D', '4', 'G', '6')",80 BPM,4-Feb,"Study No. 24 in D minor 24 Etudes for Flute, Op. 33",Dm,12,/tunes/andersen-24-etudes-op33-no24
3012,intermediate,D minor,/tunes/andersen-24-etudes-op30-no24.pdf,"('C', '4', 'F', '6')",104 BPM,4-Apr,"Study No. 24 in D minor 24 Etudes for Flute, Op. 30",Dm,12,/tunes/andersen-24-etudes-op30-no24
2470,intermediate,D minor,/tunes/drouet-72-studies-for-the-boehm-flute-no28.pdf,"('C#', '4', 'E', '6')",112 BPM,4-Mar,Study No. 28 in D minor 72 Studies for the Boehm Flute,Dm,12,/tunes/drouet-72-studies-for-the-boehm-flute-no28
1208,intermediate,D minor,/tunes/kohler-op93-no1-study-no3-in-d-minor.pdf,"('D', '4', 'F', '6')",104 BPM,8-Jun,"Study No. 3 in D minor 20 Easy Melodic Progressive Exercises, Book 1",Dm,12,/tunes/kohler-op93-no1-study-no3-in-d-minor
2862,intermediate,D minor,/tunes/drouet-methode-pour-la-flute-study-no4.pdf,"('D', '4', 'G', '6')",112 BPM,4-Apr,Study No. 4 in D minor MÃ©thode pour la flÃ»te,Dm,12,/tunes/drouet-methode-pour-la-flute-study-no4
2693,intermediate,D minor,/tunes/boehm-24-caprice-etudes-op26-no4.pdf,"('C', '4', 'F', '6')",100 BPM,4-Apr,Study No. 4 in D minor 24 Caprice-Etudes,Dm,12,/tunes/boehm-24-caprice-etudes-op26-no4
2499,advanced,D minor,/tunes/boehm-24-etudes-op37-no4.pdf,"('C', '4', 'A', '6')",72 BPM,4-Apr,Study No. 4 in D minor 24 Etudes,Dm,12,/tunes/boehm-24-etudes-op37-no4
1261,advanced,D minor,/tunes/berbiguier-18-exercises-no4.pdf,"('D', '4', 'F', '6')",92 BPM,4-Mar,Study No. 4 in D minor 18 Exercises or Etudes for Flute,Dm,12,/tunes/berbiguier-18-exercises-no4
2593,intermediate,D minor,/tunes/drouet-72-studies-for-the-boehm-flute-no43.pdf,"('C#', '4', 'D', '6')",80 BPM,4-Mar,Study No. 43 in D minor 72 Studies for the Boehm Flute,Dm,12,/tunes/drouet-72-studies-for-the-boehm-flute-no43
2745,intermediate,D minor,/tunes/drouet-72-studies-for-the-boehm-flute-no58.pdf,"('C', '4', 'A', '6')",152 BPM,8-Jun,Study No. 58 in D minor 72 Studies for the Boehm Flute,Dm,12,/tunes/drouet-72-studies-for-the-boehm-flute-no58
1824,easy,D minor,/tunes/gariboldi-etudes-mignonnes-no6.pdf,"('D', '4', 'E', '6')",100 BPM,4-Feb,Study No. 6 in D minor Etudes mignonnes,Dm,12,/tunes/gariboldi-etudes-mignonnes-no6
2354,intermediate,D minor,/tunes/gariboldi-vingt-etudes-chantantes-op88-no6.pdf,"('A', '4', 'F', '6')",152 BPM,8-Mar,Study No. 6 in D minor Vingt Ã©tudes chantantes pour la flÃ»te,Dm,12,/tunes/gariboldi-vingt-etudes-chantantes-op88-no6
2145,easy,D minor,/tunes/demersseman-op4-no7.pdf,"('G', '4', 'A', '6')",116 BPM,4-Feb,Study No. 7 in D minor 50 Etudes mÃ©lodiques,Dm,12,/tunes/demersseman-op4-no7
640,intermediate,D minor,/tunes/kohler-op33-no1-study-no7-in-d-minor.pdf,"('C#', '4', 'F', '6')",96 BPM,4-Feb,"Study No. 7 in D minor Progress in Flute Playing, Book 1",Dm,12,/tunes/kohler-op33-no1-study-no7-in-d-minor
1675,intermediate,D minor,/tunes/kohler-op93-no2-study-no9-in-d-minor.pdf,"('D', '4', 'G', '6')",84 BPM,8-Dec,"Study No. 9 in D minor 20 Easy Melodic Progressive Exercises, Book 2",Dm,12,/tunes/kohler-op93-no2-study-no9-in-d-minor
2326,easy,D minor,/tunes/the-goats-song.pdf,"('F', '4', 'A', '5')",60 BPM,8-Jun,The Goat's Song,Dm,12,/tunes/the-goats-song
1664,easy,D minor,/tunes/the-siege-of-limerick.pdf,"('A', '4', 'Bb', '5')",100 BPM,2-Mar,The Siege of Limerick,Dm,12,/tunes/the-siege-of-limerick
1305,intermediate,D minor,/tunes/kohler-op66-the-torture-of-tantalus.pdf,"('D', '4', 'G#', '6')",100 BPM,4-Apr,The Torture of Tantalus 25 Romantic Studies,Dm,12,/tunes/kohler-op66-the-torture-of-tantalus
242,advanced,D minor,/tunes/bach-toccata-and-fugue-in-d-minor.pdf,"('C', '4', 'Bb', '6')",40 BPM,4-Apr,Toccata and Fugue in D minor,Dm,12,/tunes/bach-toccata-and-fugue-in-d-minor
1108,easy,D minor,/tunes/tri-martolod.pdf,"('A', '4', 'G', '5')",92 BPM,4-Apr,Tri martolod,Dm,12,/tunes/tri-martolod
1628,easy,D minor,/tunes/veni-sonne-di-la-muntagnella.pdf,"('A', '4', 'Bb', '5')",40 BPM,8-Jun,VÃ¨ni sonne di la muntagnella,Dm,12,/tunes/veni-sonne-di-la-muntagnella
2003,intermediate,D minor,/tunes/telemann-tafelmusik-quartet-in-d-minor-vivace.pdf,"('D', '4', 'G', '6')",96 BPM,4-Mar,Vivace Quartet in D minor (Tafelmusik),Dm,12,/tunes/telemann-tafelmusik-quartet-in-d-minor-vivace
1046,intermediate,D minor,/tunes/telemann-canonic-sonata-no4-vivace-ma-moderato.pdf,"('D', '4', 'D', '6')",100 BPM,4-Mar,"Vivace ma moderato Six Canonic Sonatas for Two Flutes, No. 4",Dm,12,/tunes/telemann-canonic-sonata-no4-vivace-ma-moderato
347,intermediate,D minor,/tunes/wayfaring-stranger.pdf,"('F', '4', 'D', '6')",92 BPM,4-Apr,Wayfaring Stranger,Dm,12,/tunes/wayfaring-stranger
2768,advanced,D-flat major,/tunes/chaminade-chaconne-op8.pdf,"('C', '4', 'Bb', '6')",80 BPM,4-Feb,Chaconne,Db,8,/tunes/chaminade-chaconne-op8
295,advanced,D-flat major,/tunes/debussy-suite-bergamasque-clair-de-lune.pdf,"('C', '4', 'C#', '7')",54 BPM,8-Sep,Clair de lune Suite bergamasque,Db,8,/tunes/debussy-suite-bergamasque-clair-de-lune
838,intermediate,D-flat major,/tunes/verdi-la-traviata-di-provenza-il-mar-il-suol.pdf,"('Db', '4', 'Gb', '5')",60 BPM,4-Apr,"Di Provenza il mar, il suol La traviata",Db,8,/tunes/verdi-la-traviata-di-provenza-il-mar-il-suol
53,easy,D-flat major,/tunes/schubert-die-forelle.pdf,"('G\xe2\x99\xae', '4', 'Gb', '5')",80 BPM,4-Feb,Die Forelle,Db,8,/tunes/schubert-die-forelle
684,intermediate,D-flat major,/tunes/bizet-carmen-la-fleur-que-tu-mavais-jetee.pdf,"('E\xe2\x99\xae', '4', 'Bb', '5')",69 BPM,4-Apr,La fleur que tu m'avais jetÃ©e Carmen,Db,8,/tunes/bizet-carmen-la-fleur-que-tu-mavais-jetee
49,intermediate,D-flat major,/tunes/dvorak-new-world-symphony-largo.pdf,"('Db', '4', 'F', '5')",48 BPM,4-Apr,Largo Symphony No. 9 â€œFrom the New Worldâ€ù,Db,8,/tunes/dvorak-new-world-symphony-largo
2880,intermediate,D-flat major,/tunes/tchaikovsky-romeo-and-juliet-love-theme.pdf,"('A\xe2\x99\xae', '4', 'Bb', '6')",112 BPM,4-Apr,Love Theme Romeo and Juliet,Db,8,/tunes/tchaikovsky-romeo-and-juliet-love-theme
265,advanced,D-flat major,/tunes/chopin-valse-op64-no1.pdf,"('C', '4', 'F', '6')",240 BPM,4-Mar,"Minute Waltz Trois valses, Op. 64",Db,8,/tunes/chopin-valse-op64-no1
2517,intermediate,D-flat major,/tunes/saint-saens-samson-et-dalila-mon-coeur-souvre-a-ta-voix.pdf,"('F', '4', 'Gb', '6')",66 BPM,4-Mar,Mon cÅ“ur s'ouvre Ã  ta voix Samson et Dalila,Db,8,/tunes/saint-saens-samson-et-dalila-mon-coeur-souvre-a-ta-voix
496,advanced,D-flat major,/tunes/gaubert-nocturne.pdf,"('C', '4', 'Ab', '6')",76 BPM,8-Jun,Nocturne Nocturne et Allegro Scherzando,Db,8,/tunes/gaubert-nocturne
1010,advanced,D-flat major,/tunes/chopin-nocturne-op27-no2.pdf,"('Db', '4', 'Bb', '6')",30 BPM,8-Jun,Nocturne in D-flat major,Db,8,/tunes/chopin-nocturne-op27-no2
818,intermediate,D-flat major,/tunes/fibich-poem.pdf,"('Eb', '4', 'Gb', '6')",36 BPM,8-Dec,"Poem Images, Impressions, and Reminiscences",Db,8,/tunes/fibich-poem
1317,advanced,D-flat major,/tunes/berbiguier-18-exercises-no11.pdf,"('Eb', '4', 'Bb', '6')",108 BPM,4-Apr,Study No. 11 in D-flat major 18 Exercises or Etudes for Flute,Db,8,/tunes/berbiguier-18-exercises-no11
2741,intermediate,D-flat major,/tunes/boehm-24-caprice-etudes-op26-no11.pdf,"('C', '4', 'Gb', '6')",152 BPM,8-Mar,Study No. 11 in D-flat major 24 Caprice-Etudes,Db,8,/tunes/boehm-24-caprice-etudes-op26-no11
2555,intermediate,D-flat major,/tunes/boehm-24-etudes-op37-no11.pdf,"('C', '4', 'Bb', '6')",88 BPM,4-Mar,Study No. 11 in D-flat major 24 Etudes,Db,8,/tunes/boehm-24-etudes-op37-no11
2937,intermediate,D-flat major,/tunes/andersen-24-etudes-op30-no15.pdf,"('Db', '4', 'Gb', '6')",56 BPM,8-Sep,"Study No. 15 in D-flat major 24 Etudes for Flute, Op. 30",Db,8,/tunes/andersen-24-etudes-op30-no15
1450,intermediate,D-flat major,/tunes/andersen-24-etudes-op33-no15.pdf,"('Eb', '4', 'F', '6')",100 BPM,4-Feb,"Study No. 15 in D-flat major 24 Etudes for Flute, Op. 33",Db,8,/tunes/andersen-24-etudes-op33-no15
2442,intermediate,D-flat major,/tunes/gariboldi-vingt-etudes-chantantes-op88-no17.pdf,"('Ab', '4', 'Eb', '6')",76 BPM,8-Jun,Study No. 17 in D-flat major Vingt Ã©tudes chantantes pour la flÃ»te,Db,8,/tunes/gariboldi-vingt-etudes-chantantes-op88-no17
2406,intermediate,D-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no18.pdf,"('Db', '4', 'Ab', '6')",63 BPM,8-Mar,Study No. 18 in D-flat major 72 Studies for the Boehm Flute,Db,8,/tunes/drouet-72-studies-for-the-boehm-flute-no18
3024,intermediate,D-flat major,/tunes/drouet-methode-pour-la-flute-study-no23.pdf,"('G\xe2\x99\xae', '4', 'Eb', '6')",60 BPM,4-Apr,Study No. 23 in D-flat major MÃ©thode pour la flÃ»te,Db,8,/tunes/drouet-methode-pour-la-flute-study-no23
2045,intermediate,D-flat major,/tunes/kummer-op129-no32.pdf,"('Eb', '4', 'Ab', '6')",126 BPM,2-Feb,Study No. 32 in D-flat major 32 Etudes amusantes et instructives,Db,8,/tunes/kummer-op129-no32
2520,intermediate,D-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no34.pdf,"('C', '4', 'F', '6')",66 BPM,4-Feb,Study No. 34 in D-flat major 72 Studies for the Boehm Flute,Db,8,/tunes/drouet-72-studies-for-the-boehm-flute-no34
1246,intermediate,D-flat major,/tunes/tchaikovsky-piano-concerto-no1-theme.pdf,"('Db', '4', 'Bb', '6')",80 BPM,4-Mar,Theme from Piano Concerto No. 1,Db,8,/tunes/tchaikovsky-piano-concerto-no1-theme
2929,advanced,D-sharp minor,/tunes/andersen-24-etudes-op30-no14.pdf,"('Cx', '4', 'F#', '6')",96 BPM,2-Feb,"Study No. 14 in D-sharp minor 24 Etudes for Flute, Op. 30",Dsm,7,/tunes/andersen-24-etudes-op30-no14
1434,intermediate,D-sharp minor,/tunes/andersen-24-etudes-op33-no14.pdf,"('D#', '4', 'F#', '6')",54 BPM,4-Mar,"Study No. 14 in D-sharp minor 24 Etudes for Flute, Op. 33",Dsm,7,/tunes/andersen-24-etudes-op33-no14
3000,intermediate,D-sharp minor,/tunes/drouet-methode-pour-la-flute-study-no20.pdf,"('Cx', '4', 'E#', '6')",69 BPM,4-Apr,Study No. 20 in D-sharp minor MÃ©thode pour la flÃ»te,Dsm,7,/tunes/drouet-methode-pour-la-flute-study-no20
767,intermediate,E,/tunes/bach-flute-sonata-no6-adagio-ma-non-tanto.pdf,"('E', '4', 'E', '6')",36 BPM,4-Apr,Adagio ma non tanto Sonata No. 6 in E major for flute and continuo,E,5,/tunes/bach-flute-sonata-no6-adagio-ma-non-tanto
1389,intermediate,E,/tunes/telemann-six-sonatas-for-two-flutes-no6-affettuoso.pdf,"('D#', '4', 'D\xe2\x99\xae', '6')",72 BPM,4-Apr,"Affettuoso Sonates sans Basse Ã  deux Flutes traverses, No. 6",E,5,/tunes/telemann-six-sonatas-for-two-flutes-no6-affettuoso
736,intermediate,E,/tunes/bach-flute-sonata-no6-allegro.pdf,"('F#', '4', 'E', '6')",108 BPM,4-Feb,Allegro Sonata No. 6 in E major for flute and continuo,E,5,/tunes/bach-flute-sonata-no6-allegro
867,advanced,E,/tunes/bach-flute-sonata-no6-allegro-assai.pdf,"('E', '4', 'E', '6')",112 BPM,4-Mar,Allegro assai Sonata No. 6 in E major for flute and continuo,E,5,/tunes/bach-flute-sonata-no6-allegro-assai
1288,easy,E,/tunes/scherer-flute-trio-no2-ii-andante.pdf,"('D', '4', 'E', '6')",100 BPM,4-Apr,Andante Flute Trio No. 2,E,5,/tunes/scherer-flute-trio-no2-ii-andante
2588,intermediate,E,/tunes/jensen-op16-no4-ii-andante.pdf,"('D#', '4', 'F#', '6')",108 BPM,4-Mar,"Andante Six duos faciles et brillants, No. 4",E,5,/tunes/jensen-op16-no4-ii-andante
728,intermediate,E,/tunes/debussy-arabesque-no1.pdf,"('B', '3', 'G#', '6')",100 BPM,4-Apr,Arabesque No. 1 Two Arabesques,E,5,/tunes/debussy-arabesque-no1
1019,intermediate,E,/tunes/baby-monkey-going-backwards-on-a-pig.pdf,"('B', '4', 'E', '6')",120 BPM,4-Apr,Baby Monkey (Going Backwards On A Pig),E,5,/tunes/baby-monkey-going-backwards-on-a-pig
86,intermediate,E,/tunes/faure-dolly-berceuse.pdf,"('E', '4', 'B', '6')",58 BPM,4-Feb,Berceuse Dolly,E,5,/tunes/faure-dolly-berceuse
2986,intermediate,E,/tunes/gaubert-berceuse.pdf,"('C\xe2\x99\xae', '4', 'E', '6')",84 BPM,8-Jun,Berceuse,E,5,/tunes/gaubert-berceuse
3092,intermediate,E,/tunes/andersen-26-little-caprices-no9.pdf,"('Cx', '4', 'D#', '6')",112 BPM,4-Apr,Caprice No. 9 in E major 26 Little Caprices,E,5,/tunes/andersen-26-little-caprices-no9
1256,intermediate,E,/tunes/bizet-larlesienne-suite-no1-carillon.pdf,"('E', '4', 'G#', '6')",104 BPM,4-Mar,Carillon L'ArlÃ©sienne Suite No. 1,E,5,/tunes/bizet-larlesienne-suite-no1-carillon
556,intermediate,E,/tunes/ponchielli-dance-of-the-hours.pdf,"('D#', '4', 'C#', '7')",60 BPM,4-Feb,Dance of the Hours La Gioconda,E,5,/tunes/ponchielli-dance-of-the-hours
1134,intermediate,E,/tunes/gretry-les-mariages-samnites-dieu-damour.pdf,"('E', '5', 'G#', '6')",52 BPM,4-Feb,Dieu d'amour Les mariages samnites,E,5,/tunes/gretry-les-mariages-samnites-dieu-damour
2457,intermediate,E,/tunes/hugues-school-of-flute-grade2-no11.pdf,"('B', '3', 'A', '6')",60 BPM,8-Jun,"Duet No. 11 in E major School of Flute, Grade 2",E,5,/tunes/hugues-school-of-flute-grade2-no11
2635,intermediate,E,/tunes/hugues-school-of-flute-grade2-no16.pdf,"('C\xe2\x99\xae', '4', 'G\xe2\x99\xae', '6')",120 BPM,8-Jun,"Duet No. 16 in E major School of Flute, Grade 2",E,5,/tunes/hugues-school-of-flute-grade2-no16
747,intermediate,E,/tunes/telemann-fantasia-for-solo-flute-no9.pdf,"('D#', '4', 'E', '6')",160 BPM,4-Mar,Fantasia No. 9 in E major 12 Fantasias for Solo Flute,E,5,/tunes/telemann-fantasia-for-solo-flute-no9
2310,easy,E,/tunes/holy-holy-holy.pdf,"('E', '4', 'E', '5')",72 BPM,4-Apr,"Holy, Holy, Holy",E,5,/tunes/holy-holy-holy
2485,advanced,E,/tunes/bach-invention-no6-in-e-major.pdf,"('B', '3', 'F#', '6')",96 BPM,8-Mar,Invention No. 6 in E major,E,5,/tunes/bach-invention-no6-in-e-major
2210,intermediate,E,/tunes/boismortier-op-22-no52-la-criarde.pdf,"('E', '4', 'B', '5')",76 BPM,2-Feb,La Criarde 55 Easy Pieces,E,5,/tunes/boismortier-op-22-no52-la-criarde
148,intermediate,E,/tunes/grieg-peer-gynt-suite-no1-morning-mood.pdf,"('B#', '3', 'G#', '6')",60 BPM,8-Jun,Morning Mood Peer Gynt Suite No. 1,E,5,/tunes/grieg-peer-gynt-suite-no1-morning-mood
2035,easy,E,/tunes/mendelssohn-ein-sommernachtstraum-nocturne.pdf,"('C\xe2\x99\xae', '4', 'E', '6')",60 BPM,4-Mar,Nocturne A Midsummer Night's Dream,E,5,/tunes/mendelssohn-ein-sommernachtstraum-nocturne
164,advanced,E,/tunes/rossini-william-tell-overture.pdf,"('E', '4', 'B', '6')",152 BPM,4-Feb,Overture William Tell,E,5,/tunes/rossini-william-tell-overture
2194,easy,E,/tunes/boismortier-op-22-no51-prelude.pdf,"('E', '4', 'C#', '6')",120 BPM,4-Mar,PrÃ©lude in E major 55 Easy Pieces,E,5,/tunes/boismortier-op-22-no51-prelude
993,intermediate,E,/tunes/verdi-la-traviata-preludio.pdf,"('D#', '4', 'A', '6')",66 BPM,4-Apr,Preludio La traviata,E,5,/tunes/verdi-la-traviata-preludio
1405,intermediate,E,/tunes/telemann-six-sonatas-for-two-flutes-no6-presto.pdf,"('E', '4', 'E', '6')",120 BPM,4-Apr,"Presto Sonates sans Basse Ã  deux Flutes traverses, No. 6",E,5,/tunes/telemann-six-sonatas-for-two-flutes-no6-presto
1026,intermediate,E,/tunes/puccini-la-boheme-quando-men-vo.pdf,"('E', '4', 'B', '5')",104 BPM,4-Mar,Quando me'n vo' La bohÃ¨me,E,5,/tunes/puccini-la-boheme-quando-men-vo
1559,intermediate,E,/tunes/kohler-op66-russian-dance.pdf,"('D#', '4', 'B', '6')",116 BPM,4-Feb,Russian Dance 25 Romantic Studies,E,5,/tunes/kohler-op66-russian-dance
454,intermediate,E,/tunes/elgar-salut-damour.pdf,"('G#', '4', 'A', '6')",80 BPM,4-Feb,Salut d'Amour,E,5,/tunes/elgar-salut-damour
549,intermediate,E,/tunes/toselli-serenata-rimpianto.pdf,"('C#', '4', 'A', '6')",96 BPM,4-Mar,Serenata,E,5,/tunes/toselli-serenata-rimpianto
1421,intermediate,E,/tunes/telemann-six-sonatas-for-two-flutes-no6-spiritoso.pdf,"('D\xe2\x99\xae', '4', 'E', '6')",112 BPM,4-Feb,"Spiritoso Sonates sans Basse Ã  deux Flutes traverses, No. 6",E,5,/tunes/telemann-six-sonatas-for-two-flutes-no6-spiritoso
250,advanced,E,/tunes/vivaldi-the-four-seasons-spring.pdf,"('B', '3', 'G#', '6')",108 BPM,4-Apr,Spring The Four Seasons,E,5,/tunes/vivaldi-the-four-seasons-spring
1860,intermediate,E,/tunes/kummer-op129-no12.pdf,"('D#', '4', 'A', '6')",120 BPM,4-Mar,Study No. 12 in E major 32 Etudes amusantes et instructives,E,5,/tunes/kummer-op129-no12
2187,intermediate,E,/tunes/demersseman-op4-no12.pdf,"('E', '4', 'A', '6')",108 BPM,4-Feb,Study No. 12 in E major 50 Etudes mÃ©lodiques,E,5,/tunes/demersseman-op4-no12
1341,intermediate,E,/tunes/berbiguier-18-exercises-no14.pdf,"('D#', '4', 'G#', '6')",104 BPM,4-Apr,Study No. 14 in E major 18 Exercises or Etudes for Flute,E,5,/tunes/berbiguier-18-exercises-no14
1140,intermediate,E,/tunes/gariboldi-twenty-studies-no14.pdf,"('E', '4', 'E', '6')",120 BPM,4-Feb,Study No. 14 in E major Twenty Studies,E,5,/tunes/gariboldi-twenty-studies-no14
2382,advanced,E,/tunes/drouet-72-studies-for-the-boehm-flute-no15.pdf,"('C#', '4', 'A', '6')",56 BPM,4-Apr,Study No. 15 in E major 72 Studies for the Boehm Flute,E,5,/tunes/drouet-72-studies-for-the-boehm-flute-no15
2426,intermediate,E,/tunes/gariboldi-vingt-etudes-chantantes-op88-no15.pdf,"('E', '4', 'G#', '6')",160 BPM,8-Mar,Study No. 15 in E major Vingt Ã©tudes chantantes pour la flÃ»te,E,5,/tunes/gariboldi-vingt-etudes-chantantes-op88-no15
1148,intermediate,E,/tunes/kohler-op33-no1-study-no15-in-e-major.pdf,"('D#', '4', 'G#', '6')",96 BPM,4-Feb,"Study No. 15 in E major Progress in Flute Playing, Book 1",E,5,/tunes/kohler-op33-no1-study-no15-in-e-major
2957,intermediate,E,/tunes/drouet-methode-pour-la-flute-study-no15.pdf,"('E', '4', 'G#', '6')",152 BPM,4-Apr,Study No. 15 in E major MÃ©thode pour la flÃ»te,E,5,/tunes/drouet-methode-pour-la-flute-study-no15
2604,intermediate,E,/tunes/boehm-24-etudes-op37-no17.pdf,"('C#', '4', 'F#', '6')",72 BPM,8-Jun,Study No. 17 in E major 24 Etudes,E,5,/tunes/boehm-24-etudes-op37-no17
